al,am,at,au,az,be,bg,by,ch,cy,cz,de,dk,ee,es,fi,fr,gb,ge,gr,hr,hu,ie,il,is,it,lt,lv,md,mk,mt,nl,no,pl,pt,ro,rs,ru,se,si,sm,ua
0.35965848452508004,0.22732123799359658,0.3447171824973319,0.304162219850587,0.2006403415154749,0.3649946638207044,0.3511205976520811,0.18890074706510138,0.3287086446104589,0.3297758804695838,1.0,0.37139807897545357,0.37246531483457845,0.37459978655282816,0.3660618996798292,0.35965848452508004,0.33511205976520814,0.3233724653148346,0.3137673425827108,0.35538954108858056,0.35538954108858056,0.3799359658484525,0.33404482390608325,0.16542155816435433,0.35645677694770544,0.368196371398079,0.37780149413020275,0.37353255069370334,0.35965848452508004,0.0,0.3319103521878335,0.3703308431163287,0.35859124866595515,0.3767342582710779,0.35965848452508004,0.368196371398079,0.3073639274279616,0.21558164354322304,0.35218783351120597,0.3617929562433298,0.35218783351120597,0.33084311632870866
0.9413020277481323,0.5827107790821772,0.871931696905016,0.7780149413020278,0.5229455709711847,0.9541088580576307,0.9348986125933831,0.464247598719317,0.8367129135538954,0.8249733191035219,0.9508196721311475,1.0,0.9733191035218783,0.9381003201707577,0.9295624332977588,0.9028815368196371,0.8751334044823906,0.8452508004268944,0.8132337246531484,0.9007470651013874,0.935965848452508,0.928495197438634,0.8537886872998933,0.42689434364994666,0.9092849519743863,0.9327641408751334,0.951974386339381,0.928495197438634,0.848452508004269,0.9293286219081273,0.8495197438633938,0.9583778014941302,0.9210245464247598,0.9402347918890075,0.9295624332977588,0.9306296691568837,0.7139807897545357,0.5389541088580576,0.8826040554962646,0.9423692636072573,0.8740661686232657,0.8367129135538954
0.9626467449306296,0.5997865528281751,0.8826040554962646,0.7694770544290288,0.5272145144076841,0.9690501600853789,0.9530416221985059,0.47171824973319104,0.8516542155816436,0.8409818569903948,0.953551912568306,0.9733191035218783,1.0,0.959445037353255,0.9477054429028815,0.919957310565635,0.871931696905016,0.8367129135538954,0.8356456776947705,0.9156883671291356,0.951974386339381,0.9370330843116329,0.8697972251867663,0.4151547491995731,0.928495197438634,0.9509071504802561,0.9690501600853789,0.9509071504802561,0.8687299893276414,0.950530035335689,0.8676627534685165,0.9690501600853789,0.9370330843116329,0.9583778014941302,0.9466382070437567,0.951974386339381,0.7342582710779082,0.5453575240128068,0.9039487726787621,0.9573105656350054,0.8900747065101388,0.8527214514407684
0.9466382070437567,0.5923159018143009,0.8687299893276414,0.7470651013874067,0.5250800426894343,0.9391675560298826,0.928495197438634,0.48452508004268946,0.8388473852721452,0.8452508004268944,0.9590163934426229,0.9381003201707577,0.959445037353255,1.0,0.9348986125933831,0.9156883671291356,0.8655282817502669,0.8260405549626467,0.8367129135538954,0.9210245464247598,0.9348986125933831,0.935965848452508,0.8623265741728922,0.4311632870864461,0.9071504802561366,0.9306296691568837,0.9669156883671292,0.9775880469583778,0.8655282817502669,0.9328621908127208,0.8591248665955176,0.935965848452508,0.9178228388473852,0.9711846318036286,0.9306296691568837,0.96051227321238,0.7342582710779082,0.5581643543223053,0.8911419423692636,0.935965848452508,0.87940234791889,0.8537886872998933
0.9381003201707577,0.6147278548559232,0.8783351120597652,0.7427961579509071,0.5410885805763074,0.9413020277481323,0.9316969050160085,0.49413020277481323,0.8601921024546425,0.8569903948772679,0.9371584699453552,0.9295624332977588,0.9477054429028815,0.9348986125933831,1.0,0.9060832443970117,0.8527214514407684,0.8143009605122732,0.8292422625400213,0.935965848452508,0.9295624332977588,0.9103521878335112,0.8868729989327642,0.4034151547491996,0.9316969050160085,0.9455709711846318,0.9338313767342583,0.9327641408751334,0.8783351120597652,0.9328621908127208,0.8783351120597652,0.9242262540021344,0.9413020277481323,0.927427961579509,0.9615795090715048,0.9338313767342583,0.7502668089647813,0.5645677694770544,0.8943436499466382,0.951974386339381,0.8922091782283885,0.8527214514407684
0.9092849519743863,0.6456776947705443,0.8964781216648879,0.7289220917822838,0.5474919957310566,0.9167556029882604,0.9156883671291356,0.5272145144076841,0.8858057630736392,0.8772678762006404,0.9207650273224044,0.9028815368196371,0.919957310565635,0.9156883671291356,0.9060832443970117,1.0,0.816435432230523,0.7833511205976521,0.8633938100320171,0.9210245464247598,0.9092849519743863,0.8729989327641409,0.8911419423692636,0.37886872998932764,0.9381003201707577,0.8964781216648879,0.9007470651013874,0.9103521878335112,0.8911419423692636,0.9151943462897526,0.8826040554962646,0.9146211312700107,0.9306296691568837,0.9071504802561366,0.9156883671291356,0.9220917822838848,0.7961579509071505,0.5218783351120597,0.928495197438634,0.9178228388473852,0.9082177161152615,0.887940234791889
0.8527214514407684,0.5197438633938101,0.7950907150480256,0.6840981856990395,0.464247598719317,0.871931696905016,0.8345784418356457,0.40981856990394877,0.7641408751334045,0.7513340448239061,0.8579234972677595,0.8751334044823906,0.871931696905016,0.8655282817502669,0.8527214514407684,0.816435432230523,1.0,0.9103521878335112,0.736392742796158,0.823906083244397,0.8367129135538954,0.8441835645677694,0.7908217716115261,0.4621131270010672,0.8217716115261473,0.8569903948772679,0.8783351120597652,0.8623265741728922,0.7726787620064034,0.8798586572438163,0.7790821771611526,0.8697972251867663,0.8303094983991463,0.871931696905016,0.8431163287086446,0.8516542155816436,0.6499466382070438,0.5293489861259338,0.8089647812166488,0.8580576307363927,0.7950907150480256,0.7524012806830309
0.8175026680896478,0.4994663820704376,0.7513340448239061,0.687299893276414,0.45570971184631803,0.8271077908217717,0.8153681963713981,0.4023479188900747,0.7267876200640342,0.7203842049092849,0.8278688524590164,0.8452508004268944,0.8367129135538954,0.8260405549626467,0.8143009605122732,0.7833511205976521,0.9103521878335112,1.0,0.7097118463180363,0.7876200640341515,0.8068303094983992,0.8217716115261473,0.7470651013874067,0.512273212379936,0.7812166488794023,0.8132337246531484,0.8452508004268944,0.8228388473852721,0.7406616862326574,0.8197879858657244,0.7385272145144077,0.8345784418356457,0.7908217716115261,0.8303094983991463,0.8014941302027748,0.8196371398078975,0.6286019210245464,0.5154749199573105,0.768409818569904,0.8175026680896478,0.7588046958377801,0.7374599786552828
0.8377801494130203,0.6403415154749199,0.7886872998932765,0.6691568836712913,0.5208110992529349,0.8217716115261473,0.823906083244397,0.4951974386339381,0.791889007470651,0.7833511205976521,0.8032786885245902,0.8132337246531484,0.8356456776947705,0.8367129135538954,0.8292422625400213,0.8633938100320171,0.736392742796158,0.7097118463180363,1.0,0.8207043756670224,0.8313767342582711,0.7961579509071505,0.791889007470651,0.33617929562433296,0.847385272145144,0.8175026680896478,0.8292422625400213,0.8324439701173959,0.816435432230523,0.833922261484099,0.7822838847385272,0.8143009605122732,0.8377801494130203,0.8356456776947705,0.8313767342582711,0.8537886872998933,0.7652081109925294,0.49306296691568835,0.8271077908217717,0.823906083244397,0.8121664887940235,0.8388473852721452
0.9092849519743863,0.6328708644610459,0.8740661686232657,0.7150480256136607,0.5528281750266809,0.9135538954108858,0.9188900747065102,0.5176093916755603,0.8580576307363927,0.8900747065101388,0.9098360655737705,0.9007470651013874,0.9156883671291356,0.9210245464247598,0.935965848452508,0.9210245464247598,0.823906083244397,0.7876200640341515,0.8207043756670224,1.0,0.8975453575240128,0.8815368196371398,0.8783351120597652,0.39060832443970117,0.9167556029882604,0.9252934898612594,0.9071504802561366,0.9188900747065102,0.8751334044823906,0.9469964664310954,0.8772678762006404,0.9060832443970117,0.9316969050160085,0.9114194236926361,0.951974386339381,0.9252934898612594,0.7716115261472786,0.5592315901814301,0.8868729989327642,0.9295624332977588,0.8943436499466382,0.8452508004268944
0.951974386339381,0.5997865528281751,0.8676627534685165,0.7620064034151548,0.5261472785485592,0.9316969050160085,0.935965848452508,0.47705442902881534,0.8377801494130203,0.8324439701173959,0.9098360655737705,0.935965848452508,0.951974386339381,0.9348986125933831,0.9295624332977588,0.9092849519743863,0.8367129135538954,0.8068303094983992,0.8313767342582711,0.8975453575240128,1.0,0.9146211312700107,0.855923159018143,0.39487726787620064,0.9231590181430096,0.9220917822838848,0.9402347918890075,0.9391675560298826,0.8729989327641409,0.9469964664310954,0.8580576307363927,0.9295624332977588,0.9316969050160085,0.9338313767342583,0.9316969050160085,0.9445037353255069,0.7235859124866596,0.535752401280683,0.8868729989327642,0.9370330843116329,0.8815368196371398,0.8569903948772679
0.9135538954108858,0.5538954108858057,0.8548559231590181,0.7694770544290288,0.5005336179295624,0.9220917822838848,0.9103521878335112,0.439701173959445,0.8153681963713981,0.8057630736392742,0.9726775956284153,0.928495197438634,0.9370330843116329,0.935965848452508,0.9103521878335112,0.8729989327641409,0.8441835645677694,0.8217716115261473,0.7961579509071505,0.8815368196371398,0.9146211312700107,1.0,0.8356456776947705,0.4439701173959445,0.8762006403415155,0.9135538954108858,0.9530416221985059,0.9338313767342583,0.8452508004268944,0.8692579505300353,0.8303094983991463,0.9210245464247598,0.8847385272145144,0.9466382070437567,0.9018143009605123,0.9263607257203842,0.6937033084311632,0.5240128068303095,0.8601921024546425,0.9114194236926361,0.8527214514407684,0.8175026680896478
0.8708644610458911,0.6286019210245464,0.9498399146211313,0.6787620064034151,0.5976520811099253,0.87940234791889,0.8633938100320171,0.5336179295624333,0.8858057630736392,0.8943436499466382,0.855191256830601,0.8537886872998933,0.8697972251867663,0.8623265741728922,0.8868729989327642,0.8911419423692636,0.7908217716115261,0.7470651013874067,0.791889007470651,0.8783351120597652,0.855923159018143,0.8356456776947705,1.0,0.3457844183564568,0.880469583778015,0.8729989327641409,0.8569903948772679,0.855923159018143,0.8996798292422625,0.8869257950530035,0.9434364994663821,0.8644610458911419,0.8847385272145144,0.8527214514407684,0.8858057630736392,0.8580576307363927,0.7641408751334045,0.512273212379936,0.9370330843116329,0.8847385272145144,0.9487726787620064,0.8089647812166488
0.39701173959445035,0.18569903948772679,0.35432230522945574,0.4887940234791889,0.1632870864461046,0.40768409818569906,0.3959445037353255,0.13874066168623267,0.3425827107790822,0.3617929562433298,0.42349726775956287,0.42689434364994666,0.4151547491995731,0.4311632870864461,0.4034151547491996,0.37886872998932764,0.4621131270010672,0.512273212379936,0.33617929562433296,0.39060832443970117,0.39487726787620064,0.4439701173959445,0.3457844183564568,1.0,0.37780149413020275,0.4044823906083244,0.42689434364994666,0.43009605122732125,0.3468516542155816,0.43109540636042404,0.34044823906083244,0.41088580576307365,0.3820704375667022,0.4279615795090715,0.38847385272145146,0.4119530416221985,0.28175026680896476,0.2198505869797225,0.35005336179295626,0.4066168623265742,0.3425827107790822,0.37459978655282816
0.9327641408751334,0.6350053361792957,0.8729989327641409,0.7609391675560299,0.5570971184631803,0.9231590181430096,0.9220917822838848,0.5048025613660619,0.8623265741728922,0.871931696905016,0.912568306010929,0.9092849519743863,0.928495197438634,0.9071504802561366,0.9316969050160085,0.9381003201707577,0.8217716115261473,0.7812166488794023,0.847385272145144,0.9167556029882604,0.9231590181430096,0.8762006403415155,0.880469583778015,0.37780149413020275,1.0,0.9242262540021344,0.9060832443970117,0.9050160085378869,0.8900747065101388,0.9434628975265018,0.8932764140875133,0.9146211312700107,0.959445037353255,0.9039487726787621,0.9381003201707577,0.9167556029882604,0.7630736392742796,0.528281750266809,0.9018143009605123,0.9327641408751334,0.8975453575240128,0.8687299893276414
0.9477054429028815,0.6093916755602988,0.87940234791889,0.7502668089647813,0.5314834578441836,0.9487726787620064,0.9231590181430096,0.48025613660619,0.8537886872998933,0.8516542155816436,0.9426229508196722,0.9327641408751334,0.9509071504802561,0.9306296691568837,0.9455709711846318,0.8964781216648879,0.8569903948772679,0.8132337246531484,0.8175026680896478,0.9252934898612594,0.9220917822838848,0.9135538954108858,0.8729989327641409,0.4044823906083244,0.9242262540021344,1.0,0.9348986125933831,0.9316969050160085,0.8676627534685165,0.9363957597173145,0.8729989327641409,0.935965848452508,0.9316969050160085,0.9370330843116329,0.9477054429028815,0.9306296691568837,0.7331910352187834,0.5410885805763074,0.8836712913553896,0.9466382070437567,0.9018143009605123,0.8324439701173959
0.9487726787620064,0.583778014941302,0.871931696905016,0.7652081109925294,0.5176093916755603,0.9487726787620064,0.935965848452508,0.4599786552828175,0.8367129135538954,0.8292422625400213,0.9672131147540983,0.951974386339381,0.9690501600853789,0.9669156883671292,0.9338313767342583,0.9007470651013874,0.8783351120597652,0.8452508004268944,0.8292422625400213,0.9071504802561366,0.9402347918890075,0.9530416221985059,0.8569903948772679,0.42689434364994666,0.9060832443970117,0.9348986125933831,1.0,0.9626467449306296,0.8633938100320171,0.9434628975265018,0.8548559231590181,0.9530416221985059,0.9167556029882604,0.9701173959445037,0.927427961579509,0.9551760939167556,0.7214514407684098,0.5464247598719317,0.8890074706510138,0.9370330843116329,0.8815368196371398,0.8441835645677694
0.9423692636072573,0.5933831376734259,0.8676627534685165,0.7449306296691569,0.5197438633938101,0.9306296691568837,0.9306296691568837,0.4791889007470651,0.8356456776947705,0.8388473852721452,0.9562841530054644,0.928495197438634,0.9509071504802561,0.9775880469583778,0.9327641408751334,0.9103521878335112,0.8623265741728922,0.8228388473852721,0.8324439701173959,0.9188900747065102,0.9391675560298826,0.9338313767342583,0.855923159018143,0.43009605122732125,0.9050160085378869,0.9316969050160085,0.9626467449306296,1.0,0.8665955176093917,0.950530035335689,0.8505869797225186,0.9263607257203842,0.9156883671291356,0.9754535752401281,0.928495197438634,0.96051227321238,0.7299893276414088,0.5538954108858057,0.8847385272145144,0.9295624332977588,0.8783351120597652,0.8537886872998933
0.880469583778015,0.6275346851654215,0.8932764140875133,0.6979722518676628,0.5709711846318036,0.8708644610458911,0.8687299893276414,0.528281750266809,0.8623265741728922,0.87940234791889,0.9207650273224044,0.848452508004269,0.8687299893276414,0.8655282817502669,0.8783351120597652,0.8911419423692636,0.7726787620064034,0.7406616862326574,0.816435432230523,0.8751334044823906,0.8729989327641409,0.8452508004268944,0.8996798292422625,0.3468516542155816,0.8900747065101388,0.8676627534685165,0.8633938100320171,0.8665955176093917,1.0,0.8551236749116607,0.8975453575240128,0.8612593383137673,0.8943436499466382,0.8591248665955176,0.8890074706510138,0.880469583778015,0.7534685165421559,0.49626467449306294,0.9018143009605123,0.8762006403415155,0.9188900747065102,0.8377801494130203
0.2892209178228389,0.17716115261472787,0.25933831376734257,0.22198505869797225,0.16435432230522945,0.2838847385272145,0.2892209178228389,0.14834578441835647,0.25720384204909286,0.25720384204909286,0.0,0.28068303094983993,0.2870864461045891,0.28175026680896476,0.28175026680896476,0.27641408751334046,0.2657417289220918,0.24759871931696906,0.2518676627534685,0.28601921024546423,0.28601921024546423,0.26254002134471716,0.2678762006403415,0.13020277481323372,0.2849519743863394,0.28281750266808964,0.2849519743863394,0.2870864461045891,0.25827107790821774,1.0,0.2678762006403415,0.28068303094983993,0.28601921024546423,0.2838847385272145,0.2902881536819637,0.28601921024546423,0.20277481323372465,0.15795090715048027,0.27321237993596587,0.28601921024546423,0.2689434364994664,0.24653148345784417
0.871931696905016,0.6339381003201707,0.9413020277481323,0.6937033084311632,0.6350053361792957,0.8740661686232657,0.8612593383137673,0.5453575240128068,0.87940234791889,0.9370330843116329,0.8497267759562842,0.8495197438633938,0.8676627534685165,0.8591248665955176,0.8783351120597652,0.8826040554962646,0.7790821771611526,0.7385272145144077,0.7822838847385272,0.8772678762006404,0.8580576307363927,0.8303094983991463,0.9434364994663821,0.34044823906083244,0.8932764140875133,0.8729989327641409,0.8548559231590181,0.8505869797225186,0.8975453575240128,0.8869257950530035,1.0,0.8601921024546425,0.8751334044823906,0.8495197438633938,0.8815368196371398,0.855923159018143,0.767342582710779,0.49413020277481323,0.9327641408751334,0.8868729989327642,0.9498399146211313,0.8014941302027748
0.9370330843116329,0.6051227321237994,0.8772678762006404,0.7620064034151548,0.5336179295624333,0.9637139807897546,0.9381003201707577,0.4834578441835646,0.8505869797225186,0.8356456776947705,0.9480874316939891,0.9583778014941302,0.9690501600853789,0.935965848452508,0.9242262540021344,0.9146211312700107,0.8697972251867663,0.8345784418356457,0.8143009605122732,0.9060832443970117,0.9295624332977588,0.9210245464247598,0.8644610458911419,0.41088580576307365,0.9146211312700107,0.935965848452508,0.9530416221985059,0.9263607257203842,0.8612593383137673,0.9293286219081273,0.8601921024546425,1.0,0.9231590181430096,0.935965848452508,0.9210245464247598,0.9316969050160085,0.7289220917822838,0.5346851654215582,0.8932764140875133,0.9509071504802561,0.8836712913553896,0.8345784418356457
0.9413020277481323,0.6275346851654215,0.880469583778015,0.7556029882604055,0.5485592315901814,0.9338313767342583,0.935965848452508,0.4994663820704376,0.8687299893276414,0.8623265741728922,0.9180327868852459,0.9210245464247598,0.9370330843116329,0.9178228388473852,0.9413020277481323,0.9306296691568837,0.8303094983991463,0.7908217716115261,0.8377801494130203,0.9316969050160085,0.9316969050160085,0.8847385272145144,0.8847385272145144,0.3820704375667022,0.959445037353255,0.9316969050160085,0.9167556029882604,0.9156883671291356,0.8943436499466382,0.9469964664310954,0.8751334044823906,0.9231590181430096,1.0,0.9124866595517609,0.9530416221985059,0.9316969050160085,0.7609391675560299,0.5453575240128068,0.9028815368196371,0.9434364994663821,0.8996798292422625,0.8676627534685165
0.9477054429028815,0.5901814300960512,0.8623265741728922,0.7545357524012807,0.512273212379936,0.9445037353255069,0.9231590181430096,0.47171824973319104,0.8313767342582711,0.8356456776947705,0.9644808743169399,0.9402347918890075,0.9583778014941302,0.9711846318036286,0.927427961579509,0.9071504802561366,0.871931696905016,0.8303094983991463,0.8356456776947705,0.9114194236926361,0.9338313767342583,0.9466382070437567,0.8527214514407684,0.4279615795090715,0.9039487726787621,0.9370330843116329,0.9701173959445037,0.9754535752401281,0.8591248665955176,0.9399293286219081,0.8495197438633938,0.935965848452508,0.9124866595517609,1.0,0.9210245464247598,0.96051227321238,0.7310565635005336,0.5485592315901814,0.8836712913553896,0.928495197438634,0.8772678762006404,0.8527214514407684
0.9455709711846318,0.6189967982924226,0.8783351120597652,0.7417289220917823,0.5464247598719317,0.9381003201707577,0.9370330843116329,0.48986125933831376,0.8633938100320171,0.8676627534685165,0.9207650273224044,0.9295624332977588,0.9466382070437567,0.9306296691568837,0.9615795090715048,0.9156883671291356,0.8431163287086446,0.8014941302027748,0.8313767342582711,0.951974386339381,0.9316969050160085,0.9018143009605123,0.8858057630736392,0.38847385272145146,0.9381003201707577,0.9477054429028815,0.927427961579509,0.928495197438634,0.8890074706510138,0.9611307420494699,0.8815368196371398,0.9210245464247598,0.9530416221985059,0.9210245464247598,1.0,0.9316969050160085,0.7566702241195304,0.5560298826040555,0.8964781216648879,0.951974386339381,0.9050160085378869,0.8591248665955176
0.9455709711846318,0.6029882604055496,0.8633938100320171,0.7609391675560299,0.5133404482390609,0.9295624332977588,0.9327641408751334,0.4855923159018143,0.8356456776947705,0.8505869797225186,0.9426229508196722,0.9306296691568837,0.951974386339381,0.96051227321238,0.9338313767342583,0.9220917822838848,0.8516542155816436,0.8196371398078975,0.8537886872998933,0.9252934898612594,0.9445037353255069,0.9263607257203842,0.8580576307363927,0.4119530416221985,0.9167556029882604,0.9306296691568837,0.9551760939167556,0.96051227321238,0.880469583778015,0.9469964664310954,0.855923159018143,0.9316969050160085,0.9316969050160085,0.96051227321238,0.9316969050160085,1.0,0.7395944503735326,0.544290288153682,0.8847385272145144,0.9327641408751334,0.8826040554962646,0.8612593383137673
0.7406616862326574,0.7374599786552828,0.7662753468516542,0.5538954108858057,0.6051227321237994,0.7406616862326574,0.7353255069370331,0.6392742796157951,0.7716115261472786,0.7854855923159018,0.7868852459016393,0.7139807897545357,0.7342582710779082,0.7342582710779082,0.7502668089647813,0.7961579509071505,0.6499466382070438,0.6286019210245464,0.7652081109925294,0.7716115261472786,0.7235859124866596,0.6937033084311632,0.7641408751334045,0.28175026680896476,0.7630736392742796,0.7331910352187834,0.7214514407684098,0.7299893276414088,0.7534685165421559,0.6713780918727915,0.767342582710779,0.7289220917822838,0.7609391675560299,0.7310565635005336,0.7566702241195304,0.7395944503735326,1.0,0.6115261472785486,0.7908217716115261,0.7513340448239061,0.7737459978655283,0.7534685165421559
